species_id,park_name,category,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_float,first_common_name
MACA-3455,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Cyprogenia stegaria,Fanshell,In Review,Present,,,,Endangered,False,Fanshell
MACA-3459,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Epioblasma torulosa rangiana,Northern Riffleshell,In Review,Present,,,,Endangered,False,Northern Riffleshell
MACA-3460,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Epioblasma triquetra,Snuffbox,In Review,Present,,,,Endangered,False,Snuffbox
MACA-3462,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Fusconaia subrotunda,"Longsolid, Long-Solid",In Review,Present,,,,Under Review,False,Longsolid
MACA-3463,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Lampsilis abrupta,Pink Mucket,In Review,Present,,,,Endangered,False,Pink Mucket
MACA-3476,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Obovaria retusa,"Golf Stick Pearly Mussel, Ring Pink, Ring Pink Mussel",In Review,Present,,,,Endangered,False,Golf Stick Pearly Mussel
MACA-3477,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Obovaria subrotunda,Round Hickorynut,In Review,Present,,,,Under Review,False,Round Hickorynut
MACA-3478,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Plethobasus cyphyus,Sheepnose,In Review,Present,,,,Endangered,False,Sheepnose
MACA-3482,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Pleurobema plenum,Rough Pigtoe,In Review,Present,,,,Endangered,False,Rough Pigtoe
MACA-3483,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Pleurobema pyramidatum,Pyramid Pigtoe,In Review,Present,,,,Species of Concern,False,Pyramid Pigtoe
MACA-3484,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Pleurobema rubrum,Pyramid Pigtoe,In Review,Present,,,,Under Review,False,Pyramid Pigtoe
MACA-3497,Mammoth Cave National Park,Invertebrate,Unionoida,Unionidae,Villosa ortmanni,Kentucky Creekshell,In Review,Present,,,,Under Review,False,Kentucky Creekshell
MEVE-1001,Mesa Verde National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Approved,Not Present (Historical Report),Native,,,Species of Concern,False,Bighorn Sheep
MEVE-1005,Mesa Verde National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Common,Breeder,Species of Concern,False,Coyote
MEVE-1006,Mesa Verde National Park,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf",Approved,Not Present (Historical Report),Native,,,Endangered,False,Gray Wolf
MEVE-1021,Mesa Verde National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,"American Badger, Badger",Approved,Present,Native,Rare,Breeder,Species of Concern,False,American Badger
MEVE-1022,Mesa Verde National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Common,Breeder,Species of Concern,False,Ringtail
MEVE-1028,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,"Pallid Bat, Pallid Bat",Approved,Present,Native,Unknown,,Species of Concern,False,Pallid Bat
MEVE-1030,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Approved,Present,Native,Unknown,,Species of Concern,False,Big Brown Bat
MEVE-1031,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,"Spotted Bat, Spotted Bat",Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Spotted Bat
MEVE-1033,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Approved,Present,Native,Unknown,,Species of Concern,False,Silver-Haired Bat
MEVE-1035,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Approved,Present,Native,Unknown,,Species of Concern,False,California Myotis
MEVE-1037,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Approved,Present,Native,Unknown,,Species of Concern,False,Long-Eared Myotis
MEVE-1038,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Approved,Present,Native,Unknown,,Species of Concern,False,Little Brown Bat
MEVE-1039,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Approved,Present,Native,Unknown,,Species of Concern,False,Fringed Myotis
MEVE-1040,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Approved,Present,Native,Unknown,,Species of Concern,False,Long-Legged Myotis
MEVE-1041,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Approved,Present,Native,Unknown,,Species of Concern,False,Yuma Myotis
MEVE-1042,Mesa Verde National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,,Species of Concern,False,Western Pipistrelle
MEVE-1086,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Cooper's Hawk
MEVE-1088,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Sharp-Shinned Hawk
MEVE-1089,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Common,Breeder,Species of Concern,False,Golden Eagle
MEVE-1091,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,"Roughleg, Rough-Legged Buzzard, Rough-Legged Hawk",Approved,Present,Native,Rare,Resident,Species of Concern,False,Roughleg
MEVE-1095,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Common,Breeder,Species of Concern,False,Northern Harrier
MEVE-1097,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Uncommon,Resident,In Recovery,False,Bald Eagle
MEVE-1099,Mesa Verde National Park,Bird,Accipitriformes,Accipitridae,Parabuteo unicinctus,"Harris' Hawk, Harris's Hawk",Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Harris' Hawk
MEVE-1100,Mesa Verde National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Turkey Vulture
MEVE-1101,Mesa Verde National Park,Bird,Accipitriformes,Cathartidae,Gymnogyps californianus,California Condor,Approved,Present,Native,Occasional,Vagrant,Endangered,False,California Condor
MEVE-1102,Mesa Verde National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Osprey
MEVE-1115,Mesa Verde National Park,Bird,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan,Approved,Not Present (Historical Report),Native,,,Species of Concern,False,Trumpeter Swan
MEVE-1120,Mesa Verde National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,"American Black Swift, Black Swift",Approved,Present,Native,Occasional,Migratory,Species of Concern,False,American Black Swift
MEVE-1124,Mesa Verde National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Common,Migratory,Species of Concern,False,Rufous Hummingbird
MEVE-1125,Mesa Verde National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Calliope Hummingbird
MEVE-1134,Mesa Verde National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Unknown,Migratory,Species of Concern,False,Marbled Godwit
MEVE-1139,Mesa Verde National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Band-Tailed Pigeon
MEVE-1143,Mesa Verde National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Merlin
MEVE-1144,Mesa Verde National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Prairie Falcon
MEVE-1145,Mesa Verde National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Peregrine Falcon
MEVE-1150,Mesa Verde National Park,Bird,Galliformes,Phasianidae,Centrocercus minimus,Gunnison Sage-Grouse,Approved,Not Present (Historical Report),Native,,,Threatened,False,Gunnison Sage-Grouse
MEVE-1172,Mesa Verde National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Brown Creeper
MEVE-1179,Mesa Verde National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Pinyon Jay
MEVE-1184,Mesa Verde National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Sage Sparrow
MEVE-1188,Mesa Verde National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Lincoln's Sparrow
MEVE-1191,Mesa Verde National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Green-Tailed Towhee
MEVE-1196,Mesa Verde National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Brewer's Sparrow
MEVE-1210,Mesa Verde National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Rare,Resident,Species of Concern,False,Red Crossbill
MEVE-1214,Mesa Verde National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Rare,Breeder,Species of Concern,False,Bank Swallow
MEVE-1216,Mesa Verde National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Tree Swallow
MEVE-1228,Mesa Verde National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Rare,Resident,Species of Concern,False,Loggerhead Shrike
MEVE-1231,Mesa Verde National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Sage Thrasher
MEVE-1246,Mesa Verde National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Rare,Resident,Species of Concern,False,Yellow-Breasted Chat
MEVE-1248,Mesa Verde National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Macgillivray's Warbler
MEVE-1252,Mesa Verde National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Nashville Warbler
MEVE-1254,Mesa Verde National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Wilson's Warbler
MEVE-1257,Mesa Verde National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Phainopepla
MEVE-1274,Mesa Verde National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Western Bluebird
MEVE-1276,Mesa Verde National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Olive-Sided Flycatcher
MEVE-1282,Mesa Verde National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Willow Flycatcher
MEVE-1287,Mesa Verde National Park,Bird,Passeriformes,Tyrannidae,Myiarchus tyrannulus,Brown-Crested Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Brown-Crested Flycatcher
MEVE-1296,Mesa Verde National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,"Gray Vireo, Grey Vireo",Approved,Present,Native,Rare,Breeder,Species of Concern,False,Gray Vireo
MEVE-1297,Mesa Verde National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Rare,Resident,Species of Concern,False,Great Blue Heron
MEVE-1299,Mesa Verde National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Black-Crowned Night Heron
MEVE-1300,Mesa Verde National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,American White Pelican
MEVE-1301,Mesa Verde National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,White-Faced Ibis
MEVE-1306,Mesa Verde National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Downy Woodpecker
MEVE-1310,Mesa Verde National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Williamson's Sapsucker
MEVE-1315,Mesa Verde National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Unknown,,Species of Concern,False,Short-Eared Owl
MEVE-1316,Mesa Verde National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Eared Owl
MEVE-1322,Mesa Verde National Park,Bird,Strigiformes,Strigidae,Strix occidentalis lucida,Mexican Spotted Owl,Approved,Present,Native,Rare,Breeder,Threatened,False,Mexican Spotted Owl
MEVE-1387,Mesa Verde National Park,Vascular Plant,Asparagales,Iridaceae,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Approved,Present,Native,Unknown,,Species of Concern,False,Rocky Mountain Iris
MEVE-1580,Mesa Verde National Park,Vascular Plant,Boraginales,Boraginaceae,Hackelia gracilenta,Mesa Verde Stickseed,Approved,Present,Native,Unknown,,Species of Concern,False,Mesa Verde Stickseed
MEVE-1818,Mesa Verde National Park,Vascular Plant,Fabales,Fabaceae,Astragalus deterior,"Cliff Palace Milkvetch, Cliff-Palace Milk-Vetch",Approved,Present,Native,Unknown,,Species of Concern,False,Cliff Palace Milkvetch
MEVE-1835,Mesa Verde National Park,Vascular Plant,Fabales,Fabaceae,Astragalus schmolliae,"Schmoll Milkvetch, Schmoll's Milkvetch",Approved,Present,Native,Unknown,,Under Review,False,Schmoll Milkvetch
MEVE-1895,Mesa Verde National Park,Vascular Plant,Lamiales,Orobanchaceae,Castilleja applegatei ssp. martinii,"Desert Indian Paintbrush, Martin's Paintbrush, Wavyleaf Indian Paintbrush",Approved,Present,Native,Unknown,,Species of Concern,False,Desert Indian Paintbrush
MEVE-1921,Mesa Verde National Park,Vascular Plant,Lamiales,Plantaginaceae,Penstemon parviflorus,Montezuma County Beardtongue,Approved,Present,Native,Unknown,,Species of Concern,False,Montezuma County Beardtongue
MEVE-2080,Mesa Verde National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,"Purple Love Grass, Purple Lovegrass, Spreading Lovegrass, Tufted Lovegrass",Approved,Present,Native,Unknown,,Species of Concern,False,Purple Love Grass
