species_id,park_name,category,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_float,first_common_name
CANY-1281,Canyonlands National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Rare,Resident,Species of Concern,False,Williamson's Sapsucker
CANY-1282,Canyonlands National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Western Grebe
CANY-1288,Canyonlands National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Eared Owl
CANY-1294,Canyonlands National Park,Bird,Strigiformes,Strigidae,Strix occidentalis lucida,Mexican Spotted Owl,Approved,Present,Native,Uncommon,Breeder,Threatened,False,Mexican Spotted Owl
CANY-1307,Canyonlands National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Nosed Leopard Lizard
CANY-1328,Canyonlands National Park,Fish,Cypriniformes,Catostomidae,Catostomus latipinnis,Flannelmouth Sucker,Approved,Present,Native,Common,Breeder,Species of Concern,False,Flannelmouth Sucker
CANY-1330,Canyonlands National Park,Fish,Cypriniformes,Catostomidae,Xyrauchen texanus,Razorback Sucker,Approved,Present,Native,Rare,Breeder,Endangered,False,Razorback Sucker
CANY-1334,Canyonlands National Park,Fish,Cypriniformes,Cyprinidae,Gila cypha,Humpback Chub,Approved,Present,Native,Rare,Breeder,Endangered,False,Humpback Chub
CANY-1335,Canyonlands National Park,Fish,Cypriniformes,Cyprinidae,Gila elegans,Bonytail,Approved,Present,Native,Rare,Breeder,Endangered,False,Bonytail
CANY-1336,Canyonlands National Park,Fish,Cypriniformes,Cyprinidae,Gila robusta,Roundtail Chub,Approved,Present,Native,Rare,Breeder,Endangered,False,Roundtail Chub
CANY-1340,Canyonlands National Park,Fish,Cypriniformes,Cyprinidae,Ptychocheilus lucius,Colorado Pikeminnow,Approved,Present,Native,Uncommon,Migratory,Endangered,False,Colorado Pikeminnow
CANY-1786,Canyonlands National Park,Vascular Plant,Ericales,Primulaceae,Primula specuicola,Cave Primrose,Approved,Present,Native,Uncommon,,Species of Concern,False,Cave Primrose
CANY-1975,Canyonlands National Park,Vascular Plant,Malvales,Malvaceae,Sphaeralcea janeae,Jane's Globemallow,Approved,Present,Native,Uncommon,,Species of Concern,False,Jane's Globemallow
CARE-1002,Capitol Reef National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Bighorn Sheep
CARE-1005,Capitol Reef National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Coyote
CARE-1017,Capitol Reef National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,American Badger
CARE-1018,Capitol Reef National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Ringtail
CARE-1021,Capitol Reef National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Big Free-Tailed Bat
CARE-1023,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Pallid Bat
CARE-1025,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Big Brown Bat
CARE-1026,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Spotted Bat
CARE-1027,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Idionycteris phyllotis,Allen's Big-Eared Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Allen's Big-Eared Bat
CARE-1028,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Silver-Haired Bat
CARE-1030,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,California Myotis
CARE-1032,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Eared Myotis
CARE-1034,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Fringed Myotis
CARE-1035,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Legged Myotis
CARE-1036,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Yuma Myotis
CARE-1037,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Common,Breeder,Species of Concern,False,Western Pipistrelle
CARE-1073,Capitol Reef National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Cooper's Hawk
CARE-1075,Capitol Reef National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Sharp-Shinned Hawk
CARE-1076,Capitol Reef National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Golden Eagle
CARE-1079,Capitol Reef National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Rough-Legged Hawk
CARE-1082,Capitol Reef National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Northern Harrier
CARE-1083,Capitol Reef National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Rare,Migratory,In Recovery,False,Bald Eagle
CARE-1084,Capitol Reef National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Turkey Vulture
CARE-1086,Capitol Reef National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Osprey
CARE-1096,Capitol Reef National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Lesser Scaup
CARE-1106,Capitol Reef National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Vaux's Swift
CARE-1110,Capitol Reef National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Rufous Hummingbird
CARE-1122,Capitol Reef National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Marbled Godwit
CARE-1129,Capitol Reef National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Common,Breeder,Species of Concern,False,Band-Tailed Pigeon
CARE-1134,Capitol Reef National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Migratory,Threatened,False,Yellow-Billed Cuckoo
CARE-1135,Capitol Reef National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Merlin
CARE-1136,Capitol Reef National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Prairie Falcon
CARE-1137,Capitol Reef National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Peregrine Falcon
CARE-1160,Capitol Reef National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Summer Tanager
CARE-1161,Capitol Reef National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Brown Creeper
CARE-1167,Capitol Reef National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Common,Breeder,Species of Concern,False,Pinyon Jay
CARE-1170,Capitol Reef National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Sage Sparrow
CARE-1177,Capitol Reef National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Lincoln's Sparrow
CARE-1180,Capitol Reef National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Green-Tailed Towhee
CARE-1184,Capitol Reef National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,False,Brewer's Sparrow
CARE-1198,Capitol Reef National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Red Crossbill
CARE-1202,Capitol Reef National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Purple Martin
CARE-1203,Capitol Reef National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Bank Swallow
CARE-1205,Capitol Reef National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Tree Swallow
CARE-1220,Capitol Reef National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Common,Breeder,Species of Concern,False,Loggerhead Shrike
CARE-1223,Capitol Reef National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Sage Thrasher
CARE-1238,Capitol Reef National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Yellow-Breasted Chat
CARE-1240,Capitol Reef National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Macgillivray's Warbler
CARE-1247,Capitol Reef National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Nashville Warbler
CARE-1250,Capitol Reef National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,False,Wilson's Warbler
CARE-1271,Capitol Reef National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Western Bluebird
CARE-1278,Capitol Reef National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Willow Flycatcher
CARE-1282,Capitol Reef National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Vermilion Flycatcher
CARE-1292,Capitol Reef National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Gray Vireo
CARE-1293,Capitol Reef National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Great Blue Heron
CARE-1298,Capitol Reef National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Black-Crowned Night Heron
CARE-1299,Capitol Reef National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,American White Pelican
CARE-1300,Capitol Reef National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Rare,Migratory,Species of Concern,False,White-Faced Ibis
CARE-1304,Capitol Reef National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Downy Woodpecker
CARE-1308,Capitol Reef National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Williamson's Sapsucker
CARE-1312,Capitol Reef National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Short-Eared Owl
CARE-1313,Capitol Reef National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Long-Eared Owl
CARE-1319,Capitol Reef National Park,Bird,Strigiformes,Strigidae,Strix occidentalis lucida,Mexican Spotted Owl,Approved,Present,Native,Rare,Breeder,Threatened,False,Mexican Spotted Owl
CARE-1328,Capitol Reef National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Present,Native,Common,Breeder,Species of Concern,False,Long-Nosed Leopard Lizard
CARE-1350,Capitol Reef National Park,Fish,Cypriniformes,Catostomidae,Catostomus latipinnis,Flannelmouth Sucker,Approved,Present,Native,Common,Breeder,Species of Concern,False,Flannelmouth Sucker
CARE-1356,Capitol Reef National Park,Fish,Cypriniformes,Cyprinidae,Snyderichthys copei,Leatherside Chub,Approved,Present,Not Native,Abundant,Breeder,Species of Concern,False,Leatherside Chub
CARE-1361,Capitol Reef National Park,Fish,Scorpaeniformes,Cottidae,Cottus bairdii,Mottled Sculpin,Approved,Present,Unknown,Common,Breeder,Species of Concern,False,Mottled Sculpin
CARE-1426,Capitol Reef National Park,Vascular Plant,Asparagales,Iridaceae,Iris missouriensis,Rocky Mountain Iris,Approved,Present,Native,Rare,,Species of Concern,False,Rocky Mountain Iris
CARE-1547,Capitol Reef National Park,Vascular Plant,Asterales,Asteraceae,Erigeron maguirei,Maguire's Daisy,Approved,Present,Native,Uncommon,,In Recovery,False,Maguire's Daisy
CARE-1639,Capitol Reef National Park,Vascular Plant,Asterales,Asteraceae,Thelesperma subnudum var. alpinum,Alpine Greenthread,Approved,Present,Native,Rare,,Species of Concern,False,Alpine Greenthread
CARE-1644,Capitol Reef National Park,Vascular Plant,Asterales,Asteraceae,Townsendia aprica,Last Chance Townsendia,Approved,Present,Native,Uncommon,,Threatened,False,Last Chance Townsendia
CARE-1684,Capitol Reef National Park,Vascular Plant,Boraginales,Boraginaceae,Cryptantha rollinsii,Rollins' Cryptanth,Approved,Present,Native,Uncommon,,Species of Concern,False,Rollins' Cryptanth
CARE-1759,Capitol Reef National Park,Vascular Plant,Brassicales,Brassicaceae,Schoenocrambe barnebyi,Barneby's Reed-Mustard,Approved,Present,Native,Uncommon,,Endangered,False,Barneby's Reed-Mustard
CARE-1835,Capitol Reef National Park,Vascular Plant,Caryophyllales,Cactaceae,Pediocactus winkleri,Winkler's Pincushion Cactus,Approved,Present,Native,Rare,,Threatened,False,Winkler's Pincushion Cactus
CARE-1837,Capitol Reef National Park,Vascular Plant,Caryophyllales,Cactaceae,Sclerocactus wrightiae,Wright's Fishhook Cactus,Approved,Present,Native,Uncommon,,Endangered,False,Wright's Fishhook Cactus
CARE-1982,Capitol Reef National Park,Vascular Plant,Ericales,Primulaceae,Primula specuicola,Cave Primrose,Approved,Present,Native,Rare,,Species of Concern,False,Cave Primrose
CARE-2106,Capitol Reef National Park,Vascular Plant,Gentianales,Apocynaceae,Cycladenia humilis var. jonesii,Jones' Cycladenia,Approved,Present,Native,Rare,,Threatened,False,Jones' Cycladenia
CARE-2373,Capitol Reef National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,Tufted Lovegrass,Approved,Present,Native,Rare,,Species of Concern,False,Tufted Lovegrass
CAVE-1004,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Not Present (Historical Report),Native,,,Species of Concern,False,Bighorn Sheep
CAVE-1009,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Coyote
CAVE-1020,Carlsbad Caverns National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Unknown,Resident,Species of Concern,False,American Badger
CAVE-1021,Carlsbad Caverns National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Ringtail
CAVE-1025,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Nyctinomops femorosaccus,Pocketed Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Pocketed Free-Tailed Bat
CAVE-1026,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Big Free-Tailed Bat
CAVE-1029,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Pallid Bat
CAVE-1031,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Big Brown Bat
CAVE-1033,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Silver-Haired Bat
CAVE-1036,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,California Myotis
CAVE-1038,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Not Present (Historical Report),Unknown,,,Species of Concern,False,Long-Eared Myotis
CAVE-1039,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Fringed Myotis
CAVE-1040,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis velifer,Cave Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Cave Myotis
CAVE-1041,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Long-Legged Myotis
CAVE-1042,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Yuma Myotis
CAVE-1043,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Western Pipistrelle
CAVE-1092,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Cooper's Hawk
CAVE-1094,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Unknown,,Species of Concern,False,Sharp-Shinned Hawk
CAVE-1095,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Golden Eagle
CAVE-1099,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Unknown,,Species of Concern,False,Rough-Legged Hawk
CAVE-1100,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Red-Shouldered Hawk
CAVE-1106,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Unknown,,Species of Concern,False,Northern Harrier
CAVE-1107,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,White-Tailed Kite
CAVE-1108,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Unknown,Vagrant,In Recovery,False,Bald Eagle
CAVE-1110,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Approved,Present,Native,Unknown,,Species of Concern,False,Harris's Hawk
CAVE-1111,Carlsbad Caverns National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Turkey Vulture
CAVE-1113,Carlsbad Caverns National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Unknown,,Species of Concern,False,Osprey
CAVE-1123,Carlsbad Caverns National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Unknown,,Species of Concern,False,Lesser Scaup
CAVE-1146,Carlsbad Caverns National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Unknown,,Species of Concern,False,Rufous Hummingbird
CAVE-1147,Carlsbad Caverns National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Unknown,,Species of Concern,False,Calliope Hummingbird
CAVE-1149,Carlsbad Caverns National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Lesser Nighthawk
CAVE-1153,Carlsbad Caverns National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Unknown,,Species of Concern,False,Black Tern
CAVE-1158,Carlsbad Caverns National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Unknown,,Species of Concern,False,Upland Sandpiper
CAVE-1177,Carlsbad Caverns National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Unknown,,Species of Concern,False,Band-Tailed Pigeon
CAVE-1183,Carlsbad Caverns National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Unknown,Breeder,Threatened,False,Yellow-Billed Cuckoo
CAVE-1184,Carlsbad Caverns National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Black-Billed Cuckoo
CAVE-1187,Carlsbad Caverns National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Merlin
CAVE-1188,Carlsbad Caverns National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Prairie Falcon
CAVE-1189,Carlsbad Caverns National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Unknown,,Species of Concern,False,Peregrine Falcon
CAVE-1196,Carlsbad Caverns National Park,Bird,Galliformes,Phasianidae,Tympanuchus pallidicinctus,Lesser Prairie-Chicken,Approved,Present,Native,Unknown,Vagrant,Threatened,False,Lesser Prairie-Chicken
CAVE-1205,Carlsbad Caverns National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Mccown's Longspur
CAVE-1219,Carlsbad Caverns National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Unknown,,Species of Concern,False,Summer Tanager
CAVE-1221,Carlsbad Caverns National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Unknown,,Species of Concern,False,Brown Creeper
CAVE-1229,Carlsbad Caverns National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Unknown,,Species of Concern,False,Pinyon Jay
CAVE-1232,Carlsbad Caverns National Park,Bird,Passeriformes,Emberizidae,Aimophila cassinii,Cassin's Sparrow,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Cassin's Sparrow
CAVE-1236,Carlsbad Caverns National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Unknown,,Species of Concern,False,Grasshopper Sparrow
CAVE-1237,Carlsbad Caverns National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Unknown,,Species of Concern,False,Sage Sparrow
CAVE-1243,Carlsbad Caverns National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Unknown,,Species of Concern,False,Lincoln's Sparrow
CAVE-1247,Carlsbad Caverns National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Unknown,,Species of Concern,False,Green-Tailed Towhee
CAVE-1254,Carlsbad Caverns National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Unknown,,Species of Concern,False,Brewer's Sparrow
CAVE-1269,Carlsbad Caverns National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Red Crossbill
CAVE-1273,Carlsbad Caverns National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Unknown,,Species of Concern,False,Purple Martin
CAVE-1274,Carlsbad Caverns National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Bank Swallow
CAVE-1276,Carlsbad Caverns National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Unknown,,Species of Concern,False,Tree Swallow
